message;text
policy;@davcomcj There R elements in Saudi Arabia who R at war with us. We should be acting in accordance with that fact.
personal;I recently met with my Asian Advisory Committee to listen to the needs of the Dallas Asian-American community. http://t.co/PlL0GNTTxF
support;PHOTO: At Houston roundtable with Ted Cruz exploring ways we can preserve Social Security: http://t.co/VDzWNGrb
personal;Good luck to York County resident #DaNicaShirey as she competes tonight on @NBCTheVoice. Learn more about DaNica here http://t.co/DSSNYky31J
policy;I'm heading to the #Senate floor soon to oversee debate on the #Gangof8 #immigration bill. Tune in to C-SPAN to watch.
support;Thank you @CEDUpdate for having me on your health policy panel today. We had a lively discussion. http://t.co/rzUtaPoxJ3
information;Kyrsten's Statement: Reopening National Parks Right for Arizona Jobs, Economy http://t.co/kmLHWsSHIf -Staff
policy;"Senate passed bipartisan #HighwayTrustFund extension; the Speaker should stop playing games w/U.S. jobs and pass it http://t.co/i6p5GLvvNt"
personal;"Great to participate in jobs tour of Grand Hyatt #SATX this week and meet hardworking men &amp; women there! http://t.co/kZm6HmCJJL"
information;"Pearl Harbor: Then &amp; Now - Firsthand accounts of the December 7, 1941 attack. http://t.co/Qaufw0neaj http://t.co/wxrhHwiOmB"
policy;@dropoutnation you can vote out school board, you can't vote out the Department of Education.
mobilization;Fall internship applications are due Friday. Looking for another team of exceptional #NH students. Spread the word! http://t.co/xXjQYNS2fC
attack;"A labor leader calls the Obama Adminâ€™s failures on #KeystoneXL â€œgutlessâ€ù &amp; â€œpolitics at its worst. RT if you agree. http://t.co/7rW9wlqRe8"
support;"RT @EdibleSoFla: Speaking of fritas: Little Havana Cuisine &amp; Culture Walk 8/18 w/ @HistoryMiami. Sample cafe cubano, fruit, more: http://t.â€_"
information;RT @callruby: Things are getting underway at the #WorkWell event with @RepBonamici! http://t.co/rWUpHV6fAF
attack;"I think it was put Putin who meant to say ""donâ€™t worry Barack â€“I will have more flexibility after you are reelected."" http://t.co/VZXgDo126g"
media;TUNE IN - On the Floor waiting to introduce my amendment to cut the #IRS budget for targeting Americans. #tcot
policy;The violence in Egypt makes reconciliation path much steeper. No true democrat can but condemn it.
media;Join me for â€˜Conversations with Ben Rayâ€™ in #SantaFe tomorrow: http://t.co/9sMeh4x0NT
support;Senate confirms Norman Bay, Cheryl LaFleur to @FERC. They bring strong experience to energy regulation. http://t.co/TsNbschNip
media;Watch Senator Mike Crapo question #IRS officials at @SenateFinance. #idpol http://t.co/laF29m9q8u - Staff
support;Today, the world lost a poet, a leader, and a timeless icon. RIP Maya Angelou. http://t.co/Nxhu2Admif
media;WATCH: @RepDanKildee on House floor discussing bipartisan legislation to #renewUI â†’ http://t.co/iYgGUEyGP3  #hope4jobs
mobilization;I'll be hosting a Facebook Town Hall tomorrow evening - what are your top questions? http://t.co/bt0H7yXuzz
policy;.@HHSGov has 64,750 employees.  0 can make it to testify @ tomorrowâ€™s #ClimateChange Hearing. http://t.co/KmehJoNhIv
policy;RT @StewSays: Next time POTUS claims he can't get #StudentLoans passed in the #Senate, he can blame @SenWarren (D-MASS.) who objected on Deâ€_
constituency;Great event in Kingsport today. Intended to educate veterans on support services offered in Northeast Tennessee. http://t.co/sv81l6VtfT
personal;Welcome home to @SD_Guardâ€™s 1742nd Transportation Company. On behalf of all South Dakotans, thanks for all you do to keep America safe.
policy;"In an arena filled w/ attacks &amp; political destruction, it's refreshing for Sens. from the left &amp; right to join forces for justice. #passMJIA"
personal;RT @visitthecapitol: Today we remember Dr. Martin Luther King, Jr. on the anniversary of his passing, April 4, 1968. #MLK http://t.co/v4zFCâ€_
personal;A fond and loving farewell to the 38th District. Thanks for your continued support, partnerships, and public service. http://t.co/seNZEdBy
personal;@thevaliumsofa It was the right thing to do.
support;We must keep the #economy strong, create good new #jobs, and give the poor a path out of poverty.  #SOTU #MiddleClass
other;Checking out the inventory at Mickey Thompson Tire. http://t.co/GI3joq94bx
mobilization;Back at work in DC.  Just met with Matt Brown from Danville and Prairie Health Systems on Drug Courts http://t.co/JGZQxykCml
information;I introduced a resolution in the House today in recognition of #SmallBusinessWeek. #shoplocal http://t.co/StNQtrMr3X
information;#tbt to 2008, when I led the adoption of LA's first mandatory spay and neuter law. Throughout my career, I've... http://t.co/1VJiCBISP6
policy;#ACAWorks: More than 71K #Wisconsinites have signed up for coverage through the http://t.co/0v4eFdyQdF marketplace. #GetCovered
policy;V disappointed Senate blocked Student Loan Affordability Act to prevent student loan interest rates fr doubling on 7/1 #dontdoubletheirrates
media;"Hope youâ€™ll read &amp; RT latest op-ed in @usatoday! Ten critical priorities for the 2015 Congress: http://t.co/xDSDguSHBV"
information;My staff's at @ConventionLA giving info to seniors at Councilman Price's Seniors Celebrating Life Social Luncheon! http://t.co/uGAdWqkj3A
support;Iâ€™m proud to stand with President Obama in Las Vegas, NV while he speaks on his #ImmigrationAction. The #TimeIsNow!
information;A member of my staff is holding mobile office hours today in Lawrenceburg at the Anderson Cty Judge Exec Offc-137 S Main St, 10:30-11:30AM
support;A special thanks to @TSCWNY @americorps member London Lee who shared what it means to be in the ABLE prgm and the impact on students
support;I am excited and honored to accept the Humane Champion award from the @HumaneSociety today for my support of animal protection legislation
policy;"""At issue is something that strikes at the very heart of who we are, what we believe &amp; what we have always stood for"" http://t.co/Abyv1a7p1e"
personal;.@UnivMiami faceoff biggest rivals @floridastate Seminoles! Impt game of the week as #CaneFam will b rooting 4 #TheU 2 #BeatFSU! #GoCanes!
personal;Just taped an interview w/ @tjdelsanto about #NCA2014, a report on the ongoing effects of #climate change. Watch @WPRI at 5:15pm for more.
personal;Happy 45th anniversary to aunt Dor and uncle bill! http://t.co/EBEd2xElcX
support;"Today Army CSM Bennie Adkins &amp; SPC Four Donald Sloat receive the #MedalofHonor. May God bless them for their service. http://t.co/euHgoZlmbK"
support;"RT @jimwallis: Important piece on #massincarceration &amp; #REDEEM by my colleague @LisaSHarper for @Sojourners http://t.co/6Bt1CoppNp @CoryBooâ€_"
attack;GOP blocking budget conference boggles my mind. MT @SenateDems: Republicans wanted to pass budget thru regular order. http://t.co/9rJAEnK8bC
media;You can read my full statement on the passage of the Border Security Supplemental here: https://t.co/u63xbHJ2h8 #BorderCrisis
mobilization;@CantwellPress please do the right thing and pass the House CR. Don't let Senator Reid shut down the gov't over #Obamacare. #SenateMustAct
information;Countdown 2 #WV150 #47days Randolph County: Stop by WV's oldest festival, the Mountain State Forest Festival http://t.co/jx68GbgCHZ #tourism
personal;We're just 22 days until @umichfootball kickoff. Are you ready? #GoBlue http://t.co/GQNafKu0Kd
support;ICYMI: The Record-Courier caught up with me at the Randolph Senior Center yesterday - read the story here: http://t.co/lZRSNbCZGK
constituency;"Project to turn Robert Moses Pkwy into Olmstedian Riverway supported by NYS &amp; over $1M in fed funds: http://t.co/5meRs7Dqbq"
policy;The president is not a king. This is a constitutional republic, not a dictatorship. The president cannot void laws he doesn't want to follow
policy;"Introduced bill to extend R&amp;D tax credit. http://t.co/nk3EdylBSs Big econ bnfts http://t.co/x6ovtgE3pn via @bradplumer in @washingtonpost"
policy;Today, the House voted to ensure that our heroes will never again end up on a secret waiting list. #PJNET #VA http://t.co/h7C26QmBcK
personal;"As National #Police Week comes to a close, I want to extend my thanks to our national &amp; local #OH5 law enforcement officers for all you do!"
media;Miss me on @wsvn last night w @blakeburman? Watch my comments on the re-opening of the government here. http://t.co/Rikqfm0MFf
personal;@MidwestSarabeth sounds like he's one tough player! Sure he'd teach the kids well
media;Tonight on @cspan you can watch @GovPenceIN give his first State of the State Address - LIVE at 7pm ET http://t.co/JTC5Dr3J
attack;"@HowardMatis Where do you say that 97%figure comes from? If U don't know or do not know &amp; if U do its claim is obviously bogus."
support;@JennMurch Thanks for the kind feedback.
mobilization;Good turnout at this morning's townhall @HinesVAH on Vets concerns. I'm here to listen to my fellow Vets and raise my concerns.
constituency;"Spoke w @KUSI_News re: my telemedicine bill for vets &amp; service members. San Diegoâ€™s #innovation econ. leading way. http://t.co/fDsX14oeiF"
personal;Across #CA52, innovators are starting new ventures. Iâ€™m proud to stand with them on National #EntrepreneursDay
information;Still waiting on Potus.... #coequalbranches
policy;Baltimore County Md. Health - Back to School Free Immunizations http://t.co/WiBCnRIG4z
support;"GOP is ZERO for 38 on attempts to repeal #Obamacare. RT if you want Congress to stop wasting time &amp; focus on jobs. http://t.co/6lsV5vsbLX"
personal;@gianezmusic my pleasure! Honored to represent #KeyWest!
personal;@TobinWilliamson Appreciate the feedback!
support;Today I participated in an @ECcures roundtable to talk personalized medicine: http://t.co/jYJI3Lrsxb
policy;Boko Haram's abduction of more than 200 girls in Nigeria is horrific, and we demand and pray for their safe release. #BringBackOurGirls
policy;Read Judy Gross's appeal for release of her husband Alan, in #USAToday #BringAlanHome  â€“ http://t.co/cjNAJw2M0q @JCRCgw
mobilization;Please check out my latest e-newsletter: http://t.co/SzSoA625gf #TX17
policy;So, Carney believes a wage gap is OK at the White House as long as it's better than the national average? http://t.co/So2XtrWD1Q
attack;Another state experiencing ObamaCare rate shock, individual insurance rates rising 30 to 40 percent http://t.co/MFXshTXY0d
personal;Emily and I are deeply saddened by the passing of our long-time friend Major Owens.
information;"Today we passed H.R. 5, reducing the federal footprint in education &amp; restoring local control to support teachers &amp; empower parents"
constituency;"#TBT to when I joined @repjohnlewis &amp; actor activist @iJesseWilliams at @WhiteHouse for launch of #mybrotherskeeper. http://t.co/JteDo6lYZk"
support;"No child should be held back due to zip codes. Proud to support quality &amp; choice in education this #CharterSchoolWeek http://t.co/uEcMb16kH6"
personal;"Finding a path to 21st century cures --&gt; http://t.co/a06h8aIBDH Don't miss my op-ed with @RepDianaDeGette via @HuffPostPol #Path2Cures"
policy;"#POTUS needs to tell his DOE to expedite the existing #LNG permit process &amp; set firm deadlines for DOE to act on all pending applications."
information;The House of Representatives will spend 15% less on its own operations this year than it did three years... https://t.co/FLzKexUtGI
information;Voted for blue crabs in the USA Today and 10 Best's contest for the U.S. city with the most iconic food: http://t.co/ql5ypgSAUO
information;Approps committee approves the FY14 Leg Branch Approps Bill reducing House office budgets by 17.6% since 2010 http://t.co/FKGoQvdUHR
personal;RT @UNLVAthletics: Great photo of Coach Tark with his statue from this afternoon. #UNLVmbb http://t.co/HsoTY3jbS1
policy;Me uno a todos en PR en pro de la liberacion de Oscar Lopez. Seguiremos haciendole esa peticion a la Casa Blanca @WKAQ580 @noticel @VoceroPR
support;More explosive revelations about #NSA spying in @WSJ. When is enough enough?  http://t.co/i1Iephdshf
information;.@NoLabelsOrg Problem Solvers line in Upper Senate Park before the big announcement http://t.co/9KltRcgBBJ
support;Proud to support bill in House to provide aid to #Sandy victims, natural disaster relief should never fall victim to partisan politics
support;ICYMI: Bipartisan jobs training bill has potential via @saukvalley http://t.co/fovVKa3vV4 cc: @RepJoeKennedy @RodneyDavis @RepJaredPolis
support;RT @PhillipsLytle Check out the latest progress on our new location @CanalsideBflo! http://t.co/Qr0L6QRS4C
media;.@chrislhayesÂ Looking forward to joining you tonight on @allinwithchris to talk #Elections2014. @msnbc
personal;"Inspiring @TheDailyShow interview w/Fawzia Koofi, author &amp; Afghanistan's 1st female Parliament Spkr: http://t.co/bga1Rn8I #offthesidelines"
